CustomerID,PurchaseDate,PurchaseAmount,ProductID,Quantity,ProductName,Category,Price,TotalPrice
e07e0b1b-7e5c-4f95-830c-9cb4aadd5bac,2024-05-20,64.95,2,4,iPad Pro,Tablet,799.0,3196.0
56d050a9-1eeb-4e20-9c25-43a1d4f7491e,2021-02-05,30.6,6,2,iMac,Desktop,1299.0,2598.0
4ababcb0-1fa7-4bdc-9381-88ef0c4e53b9,2022-12-30,130.2,1,3,iPhone 13 Pro Max,Smartphone,1099.0,3297.0
e07e0b1b-7e5c-4f95-830c-9cb4aadd5bac,2023-05-30,124.69,2,3,iPad Pro,Tablet,799.0,2397.0
c43948c4-8fab-481d-9e63-3479c0c1ec11,2022-02-15,75.93,5,1,Apple Watch Series 7,Wearable,399.0,399.0
3ae067bf-1c7d-4f1e-ba02-270689a79876,2023-10-28,185.82,4,4,AirPods Pro,Headphones,249.0,996.0
c43948c4-8fab-481d-9e63-3479c0c1ec11,2023-11-01,11.74,1,3,iPhone 13 Pro Max,Smartphone,1099.0,3297.0
e07e0b1b-7e5c-4f95-830c-9cb4aadd5bac,2024-02-20,187.06,4,4,AirPods Pro,Headphones,249.0,996.0
662ee3a3-220a-4442-9ffd-0fc44ce59372,2020-02-07,90.84,6,4,iMac,Desktop,1299.0,5196.0
31f5377c-5ca9-4fa4-859d-600fb1fc9806,2023-02-05,172.56,7,2,HomePod mini,Smart Speaker,99.0,198.0
236c1726-f428-4cad-b08e-5692ddf72fca,2022-09-14,32.5,1,4,iPhone 13 Pro Max,Smartphone,1099.0,4396.0
236c1726-f428-4cad-b08e-5692ddf72fca,2020-04-16,38.91,3,2,MacBook Air,Laptop,999.0,1998.0
31f5377c-5ca9-4fa4-859d-600fb1fc9806,2022-03-03,44.4,4,4,AirPods Pro,Headphones,249.0,996.0
236c1726-f428-4cad-b08e-5692ddf72fca,2024-04-17,154.79,1,1,iPhone 13 Pro Max,Smartphone,1099.0,1099.0
b1397855-2e83-40c7-a859-1c0a460845ad,2022-02-11,95.87,2,2,iPad Pro,Tablet,799.0,1598.0
236c1726-f428-4cad-b08e-5692ddf72fca,2023-11-25,193.22,4,1,AirPods Pro,Headphones,249.0,249.0
3ae067bf-1c7d-4f1e-ba02-270689a79876,2020-09-13,100.89,6,4,iMac,Desktop,1299.0,5196.0
4ababcb0-1fa7-4bdc-9381-88ef0c4e53b9,2022-05-30,134.76,4,3,AirPods Pro,Headphones,249.0,747.0
4ababcb0-1fa7-4bdc-9381-88ef0c4e53b9,2023-12-07,69.02,4,1,AirPods Pro,Headphones,249.0,249.0
236c1726-f428-4cad-b08e-5692ddf72fca,2022-05-24,35.52,7,2,HomePod mini,Smart Speaker,99.0,198.0
236c1726-f428-4cad-b08e-5692ddf72fca,2023-01-30,70.04,1,4,iPhone 13 Pro Max,Smartphone,1099.0,4396.0
56d050a9-1eeb-4e20-9c25-43a1d4f7491e,2020-10-09,22.79,2,1,iPad Pro,Tablet,799.0,799.0
3ae067bf-1c7d-4f1e-ba02-270689a79876,2020-08-24,15.27,2,3,iPad Pro,Tablet,799.0,2397.0
3ae067bf-1c7d-4f1e-ba02-270689a79876,2022-06-15,25.02,2,2,iPad Pro,Tablet,799.0,1598.0
b1397855-2e83-40c7-a859-1c0a460845ad,2020-08-29,63.38,1,3,iPhone 13 Pro Max,Smartphone,1099.0,3297.0
662ee3a3-220a-4442-9ffd-0fc44ce59372,2023-06-14,196.86,3,4,MacBook Air,Laptop,999.0,3996.0
b1397855-2e83-40c7-a859-1c0a460845ad,2022-01-23,27.54,5,1,Apple Watch Series 7,Wearable,399.0,399.0
4ababcb0-1fa7-4bdc-9381-88ef0c4e53b9,2021-12-21,183.04,4,1,AirPods Pro,Headphones,249.0,249.0
56d050a9-1eeb-4e20-9c25-43a1d4f7491e,2021-01-31,171.84,7,2,HomePod mini,Smart Speaker,99.0,198.0
3ae067bf-1c7d-4f1e-ba02-270689a79876,2021-12-03,164.9,4,3,AirPods Pro,Headphones,249.0,747.0
e07e0b1b-7e5c-4f95-830c-9cb4aadd5bac,2022-06-13,57.73,3,4,MacBook Air,Laptop,999.0,3996.0
3ae067bf-1c7d-4f1e-ba02-270689a79876,2020-04-28,161.41,5,3,Apple Watch Series 7,Wearable,399.0,1197.0
c43948c4-8fab-481d-9e63-3479c0c1ec11,2021-05-02,131.49,3,1,MacBook Air,Laptop,999.0,999.0
662ee3a3-220a-4442-9ffd-0fc44ce59372,2021-04-20,198.74,1,2,iPhone 13 Pro Max,Smartphone,1099.0,2198.0
236c1726-f428-4cad-b08e-5692ddf72fca,2020-07-07,11.16,1,3,iPhone 13 Pro Max,Smartphone,1099.0,3297.0
31f5377c-5ca9-4fa4-859d-600fb1fc9806,2023-04-20,181.84,5,1,Apple Watch Series 7,Wearable,399.0,399.0
4ababcb0-1fa7-4bdc-9381-88ef0c4e53b9,2020-01-21,112.0,6,1,iMac,Desktop,1299.0,1299.0
236c1726-f428-4cad-b08e-5692ddf72fca,2021-04-10,30.59,6,1,iMac,Desktop,1299.0,1299.0
236c1726-f428-4cad-b08e-5692ddf72fca,2022-04-25,121.87,7,3,HomePod mini,Smart Speaker,99.0,297.0
56d050a9-1eeb-4e20-9c25-43a1d4f7491e,2024-03-10,196.58,1,3,iPhone 13 Pro Max,Smartphone,1099.0,3297.0
c43948c4-8fab-481d-9e63-3479c0c1ec11,2024-03-21,101.43,5,1,Apple Watch Series 7,Wearable,399.0,399.0
4ababcb0-1fa7-4bdc-9381-88ef0c4e53b9,2023-01-03,103.96,2,1,iPad Pro,Tablet,799.0,799.0
3ae067bf-1c7d-4f1e-ba02-270689a79876,2023-03-09,116.18,5,4,Apple Watch Series 7,Wearable,399.0,1596.0
4ababcb0-1fa7-4bdc-9381-88ef0c4e53b9,2020-04-03,47.22,2,3,iPad Pro,Tablet,799.0,2397.0
56d050a9-1eeb-4e20-9c25-43a1d4f7491e,2020-01-31,25.04,3,2,MacBook Air,Laptop,999.0,1998.0
8f082424-3726-4e7f-bf4c-224ff5bbc228,2024-01-14,119.79,3,2,MacBook Air,Laptop,999.0,1998.0
236c1726-f428-4cad-b08e-5692ddf72fca,2021-05-26,177.67,1,3,iPhone 13 Pro Max,Smartphone,1099.0,3297.0
236c1726-f428-4cad-b08e-5692ddf72fca,2020-04-26,78.09,2,3,iPad Pro,Tablet,799.0,2397.0
e07e0b1b-7e5c-4f95-830c-9cb4aadd5bac,2020-06-05,186.84,2,1,iPad Pro,Tablet,799.0,799.0
236c1726-f428-4cad-b08e-5692ddf72fca,2020-04-26,180.48,2,2,iPad Pro,Tablet,799.0,1598.0
e07e0b1b-7e5c-4f95-830c-9cb4aadd5bac,2020-09-16,186.89,2,4,iPad Pro,Tablet,799.0,3196.0
c43948c4-8fab-481d-9e63-3479c0c1ec11,2022-06-17,61.91,4,4,AirPods Pro,Headphones,249.0,996.0
4ababcb0-1fa7-4bdc-9381-88ef0c4e53b9,2021-01-04,35.63,7,1,HomePod mini,Smart Speaker,99.0,99.0
236c1726-f428-4cad-b08e-5692ddf72fca,2021-08-01,146.47,4,3,AirPods Pro,Headphones,249.0,747.0
56d050a9-1eeb-4e20-9c25-43a1d4f7491e,2020-03-30,160.58,7,1,HomePod mini,Smart Speaker,99.0,99.0
e07e0b1b-7e5c-4f95-830c-9cb4aadd5bac,2021-10-05,172.02,3,2,MacBook Air,Laptop,999.0,1998.0
31f5377c-5ca9-4fa4-859d-600fb1fc9806,2021-12-17,131.33,4,1,AirPods Pro,Headphones,249.0,249.0
31f5377c-5ca9-4fa4-859d-600fb1fc9806,2023-05-18,90.75,1,1,iPhone 13 Pro Max,Smartphone,1099.0,1099.0
b1397855-2e83-40c7-a859-1c0a460845ad,2023-09-03,37.98,7,1,HomePod mini,Smart Speaker,99.0,99.0
3ae067bf-1c7d-4f1e-ba02-270689a79876,2021-05-15,31.07,4,3,AirPods Pro,Headphones,249.0,747.0
662ee3a3-220a-4442-9ffd-0fc44ce59372,2021-08-21,41.28,6,2,iMac,Desktop,1299.0,2598.0
8f082424-3726-4e7f-bf4c-224ff5bbc228,2020-09-22,48.74,5,4,Apple Watch Series 7,Wearable,399.0,1596.0
31f5377c-5ca9-4fa4-859d-600fb1fc9806,2023-05-26,57.73,2,2,iPad Pro,Tablet,799.0,1598.0
4ababcb0-1fa7-4bdc-9381-88ef0c4e53b9,2022-03-25,149.73,3,1,MacBook Air,Laptop,999.0,999.0
56d050a9-1eeb-4e20-9c25-43a1d4f7491e,2022-09-07,178.05,5,2,Apple Watch Series 7,Wearable,399.0,798.0
e07e0b1b-7e5c-4f95-830c-9cb4aadd5bac,2023-09-08,75.01,4,3,AirPods Pro,Headphones,249.0,747.0
56d050a9-1eeb-4e20-9c25-43a1d4f7491e,2020-09-07,91.72,5,4,Apple Watch Series 7,Wearable,399.0,1596.0
c43948c4-8fab-481d-9e63-3479c0c1ec11,2023-09-06,142.32,7,4,HomePod mini,Smart Speaker,99.0,396.0
31f5377c-5ca9-4fa4-859d-600fb1fc9806,2020-06-06,148.6,5,4,Apple Watch Series 7,Wearable,399.0,1596.0
662ee3a3-220a-4442-9ffd-0fc44ce59372,2020-06-05,174.62,5,1,Apple Watch Series 7,Wearable,399.0,399.0
3ae067bf-1c7d-4f1e-ba02-270689a79876,2021-05-27,111.14,4,3,AirPods Pro,Headphones,249.0,747.0
e07e0b1b-7e5c-4f95-830c-9cb4aadd5bac,2023-01-18,97.63,5,1,Apple Watch Series 7,Wearable,399.0,399.0
236c1726-f428-4cad-b08e-5692ddf72fca,2021-02-25,76.57,5,1,Apple Watch Series 7,Wearable,399.0,399.0
3ae067bf-1c7d-4f1e-ba02-270689a79876,2022-10-10,165.61,5,3,Apple Watch Series 7,Wearable,399.0,1197.0
b1397855-2e83-40c7-a859-1c0a460845ad,2023-12-15,42.07,1,1,iPhone 13 Pro Max,Smartphone,1099.0,1099.0
8f082424-3726-4e7f-bf4c-224ff5bbc228,2024-02-14,196.85,7,4,HomePod mini,Smart Speaker,99.0,396.0
8f082424-3726-4e7f-bf4c-224ff5bbc228,2022-01-01,190.12,5,4,Apple Watch Series 7,Wearable,399.0,1596.0
56d050a9-1eeb-4e20-9c25-43a1d4f7491e,2021-03-27,43.22,4,3,AirPods Pro,Headphones,249.0,747.0
c43948c4-8fab-481d-9e63-3479c0c1ec11,2022-06-27,34.3,3,4,MacBook Air,Laptop,999.0,3996.0
236c1726-f428-4cad-b08e-5692ddf72fca,2023-12-31,137.63,6,1,iMac,Desktop,1299.0,1299.0
e07e0b1b-7e5c-4f95-830c-9cb4aadd5bac,2021-09-11,142.0,6,4,iMac,Desktop,1299.0,5196.0
b1397855-2e83-40c7-a859-1c0a460845ad,2022-01-21,54.19,6,3,iMac,Desktop,1299.0,3897.0
56d050a9-1eeb-4e20-9c25-43a1d4f7491e,2024-05-16,71.62,1,2,iPhone 13 Pro Max,Smartphone,1099.0,2198.0
c43948c4-8fab-481d-9e63-3479c0c1ec11,2023-02-03,58.11,2,2,iPad Pro,Tablet,799.0,1598.0
236c1726-f428-4cad-b08e-5692ddf72fca,2021-08-22,161.41,6,1,iMac,Desktop,1299.0,1299.0
3ae067bf-1c7d-4f1e-ba02-270689a79876,2023-08-31,196.19,2,2,iPad Pro,Tablet,799.0,1598.0
3ae067bf-1c7d-4f1e-ba02-270689a79876,2021-05-15,60.99,4,4,AirPods Pro,Headphones,249.0,996.0
b1397855-2e83-40c7-a859-1c0a460845ad,2022-12-14,15.97,1,3,iPhone 13 Pro Max,Smartphone,1099.0,3297.0
662ee3a3-220a-4442-9ffd-0fc44ce59372,2021-07-01,189.47,6,4,iMac,Desktop,1299.0,5196.0
e07e0b1b-7e5c-4f95-830c-9cb4aadd5bac,2021-10-15,58.35,7,3,HomePod mini,Smart Speaker,99.0,297.0
662ee3a3-220a-4442-9ffd-0fc44ce59372,2023-11-30,134.04,1,3,iPhone 13 Pro Max,Smartphone,1099.0,3297.0
e07e0b1b-7e5c-4f95-830c-9cb4aadd5bac,2023-01-13,64.19,2,3,iPad Pro,Tablet,799.0,2397.0
31f5377c-5ca9-4fa4-859d-600fb1fc9806,2022-10-28,98.77,3,4,MacBook Air,Laptop,999.0,3996.0
4ababcb0-1fa7-4bdc-9381-88ef0c4e53b9,2020-08-01,150.56,5,1,Apple Watch Series 7,Wearable,399.0,399.0
31f5377c-5ca9-4fa4-859d-600fb1fc9806,2020-04-20,175.28,3,3,MacBook Air,Laptop,999.0,2997.0
56d050a9-1eeb-4e20-9c25-43a1d4f7491e,2021-12-10,170.65,1,1,iPhone 13 Pro Max,Smartphone,1099.0,1099.0
c43948c4-8fab-481d-9e63-3479c0c1ec11,2022-04-21,24.57,6,2,iMac,Desktop,1299.0,2598.0
c43948c4-8fab-481d-9e63-3479c0c1ec11,2023-12-15,36.59,4,2,AirPods Pro,Headphones,249.0,498.0
4ababcb0-1fa7-4bdc-9381-88ef0c4e53b9,2023-06-27,46.77,3,2,MacBook Air,Laptop,999.0,1998.0
31f5377c-5ca9-4fa4-859d-600fb1fc9806,2022-09-22,187.58,3,2,MacBook Air,Laptop,999.0,1998.0
c43948c4-8fab-481d-9e63-3479c0c1ec11,2021-07-26,197.1,6,3,iMac,Desktop,1299.0,3897.0
56d050a9-1eeb-4e20-9c25-43a1d4f7491e,2020-06-09,64.24,1,3,iPhone 13 Pro Max,Smartphone,1099.0,3297.0
31f5377c-5ca9-4fa4-859d-600fb1fc9806,2021-02-20,112.08,6,1,iMac,Desktop,1299.0,1299.0
8f082424-3726-4e7f-bf4c-224ff5bbc228,2020-10-07,155.42,2,3,iPad Pro,Tablet,799.0,2397.0
31f5377c-5ca9-4fa4-859d-600fb1fc9806,2022-12-02,148.88,1,4,iPhone 13 Pro Max,Smartphone,1099.0,4396.0
662ee3a3-220a-4442-9ffd-0fc44ce59372,2021-04-17,103.34,3,4,MacBook Air,Laptop,999.0,3996.0
662ee3a3-220a-4442-9ffd-0fc44ce59372,2021-09-16,188.62,3,4,MacBook Air,Laptop,999.0,3996.0
b1397855-2e83-40c7-a859-1c0a460845ad,2024-02-28,149.35,4,2,AirPods Pro,Headphones,249.0,498.0
8f082424-3726-4e7f-bf4c-224ff5bbc228,2023-02-06,196.82,3,1,MacBook Air,Laptop,999.0,999.0
e07e0b1b-7e5c-4f95-830c-9cb4aadd5bac,2021-03-07,95.64,4,4,AirPods Pro,Headphones,249.0,996.0
236c1726-f428-4cad-b08e-5692ddf72fca,2020-09-08,181.22,3,2,MacBook Air,Laptop,999.0,1998.0
c43948c4-8fab-481d-9e63-3479c0c1ec11,2022-02-01,85.65,2,3,iPad Pro,Tablet,799.0,2397.0
8f082424-3726-4e7f-bf4c-224ff5bbc228,2024-01-24,49.19,3,1,MacBook Air,Laptop,999.0,999.0
236c1726-f428-4cad-b08e-5692ddf72fca,2024-06-01,136.25,7,1,HomePod mini,Smart Speaker,99.0,99.0
e07e0b1b-7e5c-4f95-830c-9cb4aadd5bac,2020-10-17,132.56,4,4,AirPods Pro,Headphones,249.0,996.0
662ee3a3-220a-4442-9ffd-0fc44ce59372,2020-03-14,138.92,7,3,HomePod mini,Smart Speaker,99.0,297.0
236c1726-f428-4cad-b08e-5692ddf72fca,2021-04-26,41.61,4,1,AirPods Pro,Headphones,249.0,249.0
4ababcb0-1fa7-4bdc-9381-88ef0c4e53b9,2023-12-01,42.25,4,1,AirPods Pro,Headphones,249.0,249.0
56d050a9-1eeb-4e20-9c25-43a1d4f7491e,2022-06-20,46.41,3,4,MacBook Air,Laptop,999.0,3996.0
3ae067bf-1c7d-4f1e-ba02-270689a79876,2023-08-24,168.19,7,1,HomePod mini,Smart Speaker,99.0,99.0
8f082424-3726-4e7f-bf4c-224ff5bbc228,2024-04-14,112.39,4,4,AirPods Pro,Headphones,249.0,996.0
e07e0b1b-7e5c-4f95-830c-9cb4aadd5bac,2022-07-18,140.17,5,3,Apple Watch Series 7,Wearable,399.0,1197.0
b1397855-2e83-40c7-a859-1c0a460845ad,2020-08-21,165.73,2,3,iPad Pro,Tablet,799.0,2397.0
236c1726-f428-4cad-b08e-5692ddf72fca,2020-02-13,180.57,3,2,MacBook Air,Laptop,999.0,1998.0
4ababcb0-1fa7-4bdc-9381-88ef0c4e53b9,2022-10-18,77.19,4,1,AirPods Pro,Headphones,249.0,249.0
e07e0b1b-7e5c-4f95-830c-9cb4aadd5bac,2020-03-10,12.4,7,1,HomePod mini,Smart Speaker,99.0,99.0
236c1726-f428-4cad-b08e-5692ddf72fca,2021-07-07,113.15,2,1,iPad Pro,Tablet,799.0,799.0
236c1726-f428-4cad-b08e-5692ddf72fca,2021-07-23,162.23,3,2,MacBook Air,Laptop,999.0,1998.0
31f5377c-5ca9-4fa4-859d-600fb1fc9806,2023-04-19,22.78,2,2,iPad Pro,Tablet,799.0,1598.0
3ae067bf-1c7d-4f1e-ba02-270689a79876,2022-02-25,158.97,5,2,Apple Watch Series 7,Wearable,399.0,798.0
236c1726-f428-4cad-b08e-5692ddf72fca,2021-09-07,192.84,3,2,MacBook Air,Laptop,999.0,1998.0
56d050a9-1eeb-4e20-9c25-43a1d4f7491e,2020-06-22,167.07,7,2,HomePod mini,Smart Speaker,99.0,198.0
c43948c4-8fab-481d-9e63-3479c0c1ec11,2020-05-02,58.44,4,4,AirPods Pro,Headphones,249.0,996.0
31f5377c-5ca9-4fa4-859d-600fb1fc9806,2021-07-25,145.8,1,1,iPhone 13 Pro Max,Smartphone,1099.0,1099.0
236c1726-f428-4cad-b08e-5692ddf72fca,2023-06-02,46.93,4,2,AirPods Pro,Headphones,249.0,498.0
3ae067bf-1c7d-4f1e-ba02-270689a79876,2022-02-25,83.46,3,4,MacBook Air,Laptop,999.0,3996.0
236c1726-f428-4cad-b08e-5692ddf72fca,2022-10-11,198.92,4,1,AirPods Pro,Headphones,249.0,249.0
b1397855-2e83-40c7-a859-1c0a460845ad,2020-02-08,195.98,1,2,iPhone 13 Pro Max,Smartphone,1099.0,2198.0
56d050a9-1eeb-4e20-9c25-43a1d4f7491e,2022-02-22,71.75,1,2,iPhone 13 Pro Max,Smartphone,1099.0,2198.0
e07e0b1b-7e5c-4f95-830c-9cb4aadd5bac,2022-02-26,113.61,7,3,HomePod mini,Smart Speaker,99.0,297.0
8f082424-3726-4e7f-bf4c-224ff5bbc228,2022-06-28,167.65,1,3,iPhone 13 Pro Max,Smartphone,1099.0,3297.0
662ee3a3-220a-4442-9ffd-0fc44ce59372,2020-03-31,60.69,7,1,HomePod mini,Smart Speaker,99.0,99.0
c43948c4-8fab-481d-9e63-3479c0c1ec11,2021-04-04,179.82,4,4,AirPods Pro,Headphones,249.0,996.0
b1397855-2e83-40c7-a859-1c0a460845ad,2021-02-25,72.89,7,1,HomePod mini,Smart Speaker,99.0,99.0
31f5377c-5ca9-4fa4-859d-600fb1fc9806,2022-02-15,53.61,3,4,MacBook Air,Laptop,999.0,3996.0
8f082424-3726-4e7f-bf4c-224ff5bbc228,2021-01-12,68.06,4,3,AirPods Pro,Headphones,249.0,747.0
8f082424-3726-4e7f-bf4c-224ff5bbc228,2023-09-13,16.8,1,1,iPhone 13 Pro Max,Smartphone,1099.0,1099.0
8f082424-3726-4e7f-bf4c-224ff5bbc228,2022-06-01,184.96,5,1,Apple Watch Series 7,Wearable,399.0,399.0
662ee3a3-220a-4442-9ffd-0fc44ce59372,2022-12-26,143.0,1,4,iPhone 13 Pro Max,Smartphone,1099.0,4396.0
3ae067bf-1c7d-4f1e-ba02-270689a79876,2020-04-17,130.53,6,2,iMac,Desktop,1299.0,2598.0
56d050a9-1eeb-4e20-9c25-43a1d4f7491e,2023-09-14,29.73,7,3,HomePod mini,Smart Speaker,99.0,297.0
31f5377c-5ca9-4fa4-859d-600fb1fc9806,2021-09-16,23.13,1,2,iPhone 13 Pro Max,Smartphone,1099.0,2198.0
8f082424-3726-4e7f-bf4c-224ff5bbc228,2020-03-05,175.79,6,2,iMac,Desktop,1299.0,2598.0
4ababcb0-1fa7-4bdc-9381-88ef0c4e53b9,2023-01-14,93.7,3,3,MacBook Air,Laptop,999.0,2997.0
c43948c4-8fab-481d-9e63-3479c0c1ec11,2024-04-11,105.98,4,3,AirPods Pro,Headphones,249.0,747.0
236c1726-f428-4cad-b08e-5692ddf72fca,2021-12-13,107.7,7,4,HomePod mini,Smart Speaker,99.0,396.0
b1397855-2e83-40c7-a859-1c0a460845ad,2020-02-23,22.72,3,2,MacBook Air,Laptop,999.0,1998.0
8f082424-3726-4e7f-bf4c-224ff5bbc228,2023-05-31,90.75,4,1,AirPods Pro,Headphones,249.0,249.0
8f082424-3726-4e7f-bf4c-224ff5bbc228,2024-03-25,197.89,6,1,iMac,Desktop,1299.0,1299.0
236c1726-f428-4cad-b08e-5692ddf72fca,2021-11-19,62.98,1,3,iPhone 13 Pro Max,Smartphone,1099.0,3297.0
236c1726-f428-4cad-b08e-5692ddf72fca,2021-06-21,58.33,1,2,iPhone 13 Pro Max,Smartphone,1099.0,2198.0
56d050a9-1eeb-4e20-9c25-43a1d4f7491e,2024-03-22,137.3,1,3,iPhone 13 Pro Max,Smartphone,1099.0,3297.0
8f082424-3726-4e7f-bf4c-224ff5bbc228,2023-04-25,78.3,4,3,AirPods Pro,Headphones,249.0,747.0
c43948c4-8fab-481d-9e63-3479c0c1ec11,2021-03-19,59.76,1,1,iPhone 13 Pro Max,Smartphone,1099.0,1099.0
e07e0b1b-7e5c-4f95-830c-9cb4aadd5bac,2024-03-30,20.16,3,2,MacBook Air,Laptop,999.0,1998.0
31f5377c-5ca9-4fa4-859d-600fb1fc9806,2020-02-26,111.03,3,2,MacBook Air,Laptop,999.0,1998.0
56d050a9-1eeb-4e20-9c25-43a1d4f7491e,2021-11-29,165.7,1,4,iPhone 13 Pro Max,Smartphone,1099.0,4396.0
c43948c4-8fab-481d-9e63-3479c0c1ec11,2024-01-26,177.01,5,4,Apple Watch Series 7,Wearable,399.0,1596.0
56d050a9-1eeb-4e20-9c25-43a1d4f7491e,2023-06-26,140.8,4,2,AirPods Pro,Headphones,249.0,498.0
56d050a9-1eeb-4e20-9c25-43a1d4f7491e,2022-06-07,100.27,5,1,Apple Watch Series 7,Wearable,399.0,399.0
c43948c4-8fab-481d-9e63-3479c0c1ec11,2022-05-25,127.71,6,4,iMac,Desktop,1299.0,5196.0
b1397855-2e83-40c7-a859-1c0a460845ad,2024-05-21,95.56,7,2,HomePod mini,Smart Speaker,99.0,198.0
8f082424-3726-4e7f-bf4c-224ff5bbc228,2024-02-02,159.01,1,3,iPhone 13 Pro Max,Smartphone,1099.0,3297.0
236c1726-f428-4cad-b08e-5692ddf72fca,2024-02-15,30.36,5,1,Apple Watch Series 7,Wearable,399.0,399.0
8f082424-3726-4e7f-bf4c-224ff5bbc228,2024-03-20,131.94,4,4,AirPods Pro,Headphones,249.0,996.0
31f5377c-5ca9-4fa4-859d-600fb1fc9806,2020-04-26,133.67,6,3,iMac,Desktop,1299.0,3897.0
4ababcb0-1fa7-4bdc-9381-88ef0c4e53b9,2020-08-11,182.97,4,4,AirPods Pro,Headphones,249.0,996.0
56d050a9-1eeb-4e20-9c25-43a1d4f7491e,2023-02-07,147.95,5,3,Apple Watch Series 7,Wearable,399.0,1197.0
236c1726-f428-4cad-b08e-5692ddf72fca,2022-03-05,70.89,7,2,HomePod mini,Smart Speaker,99.0,198.0
662ee3a3-220a-4442-9ffd-0fc44ce59372,2024-01-17,132.29,6,1,iMac,Desktop,1299.0,1299.0
8f082424-3726-4e7f-bf4c-224ff5bbc228,2023-10-20,33.43,2,3,iPad Pro,Tablet,799.0,2397.0
8f082424-3726-4e7f-bf4c-224ff5bbc228,2021-08-11,111.96,6,2,iMac,Desktop,1299.0,2598.0
56d050a9-1eeb-4e20-9c25-43a1d4f7491e,2022-12-31,192.47,4,3,AirPods Pro,Headphones,249.0,747.0
56d050a9-1eeb-4e20-9c25-43a1d4f7491e,2022-08-07,107.37,1,3,iPhone 13 Pro Max,Smartphone,1099.0,3297.0
e07e0b1b-7e5c-4f95-830c-9cb4aadd5bac,2022-05-18,58.54,1,4,iPhone 13 Pro Max,Smartphone,1099.0,4396.0
662ee3a3-220a-4442-9ffd-0fc44ce59372,2023-03-18,112.38,1,2,iPhone 13 Pro Max,Smartphone,1099.0,2198.0
b1397855-2e83-40c7-a859-1c0a460845ad,2024-01-12,83.34,6,3,iMac,Desktop,1299.0,3897.0
236c1726-f428-4cad-b08e-5692ddf72fca,2023-03-09,128.2,6,4,iMac,Desktop,1299.0,5196.0
56d050a9-1eeb-4e20-9c25-43a1d4f7491e,2024-04-23,120.06,7,4,HomePod mini,Smart Speaker,99.0,396.0
e07e0b1b-7e5c-4f95-830c-9cb4aadd5bac,2022-11-28,197.75,2,4,iPad Pro,Tablet,799.0,3196.0
